# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 23 20:23:55 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid,plntranreflink,facility,instrument
995,Kepler-11 e,4.50000,,0.046000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
996,Kepler-11 e,4.50000,,0.138000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
997,Kepler-25 c,0.60000,,0.118800,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
998,Kepler-25 c,4.50000,,0.125000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
999,Kepler-25 b,0.60000,,0.040000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1000,Kepler-25 b,4.50000,,0.041000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1001,Kepler-25 b,4.50000,,0.011000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1002,Kepler-25 b,4.50000,,0.043000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1003,Kepler-37 d,0.60000,,0.060700,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1004,Kepler-37 d,4.50000,,0.051000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1005,Kepler-37 d,4.50000,,0.049000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1006,Kepler-68 b,0.60000,,0.035000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1007,Kepler-68 b,4.50000,,0.056000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1008,Kepler-68 b,4.50000,,0.035000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1009,Kepler-49 b,0.60000,,0.176200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1010,Kepler-49 b,4.50000,,0.078000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1011,Kepler-49 b,4.50000,,0.135000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1012,Kepler-49 c,0.60000,,0.104800,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1013,Kepler-49 c,4.50000,,0.086000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1014,Kepler-49 c,4.50000,,0.087000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1015,Kepler-49 c,4.50000,,0.218000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1016,Kepler-26 c,0.60000,,0.189600,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1017,Kepler-26 c,4.50000,,0.108000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1018,Kepler-26 c,4.50000,,0.280000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1019,Kepler-26 c,4.50000,,0.105000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1020,Kepler-125 b,0.60000,,0.222800,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1021,Kepler-125 b,4.50000,,0.280000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1022,Kepler-125 b,4.50000,,0.315000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1023,Kepler-126 d,0.60000,,0.034600,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1024,Kepler-126 d,4.50000,,0.039000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1025,Kepler-127 d,0.60000,,0.035000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1026,Kepler-127 d,4.50000,,0.013000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1027,Kepler-127 d,4.50000,,0.005000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1028,Kepler-138 c,0.60000,,0.074000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1029,Kepler-138 c,4.50000,,0.101000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1030,Kepler-158 c,0.60000,,0.092000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1031,Kepler-158 c,4.50000,,0.213000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1032,Kepler-158 c,4.50000,,0.118000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1033,Kepler-158 c,4.50000,,0.032000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1034,Kepler-205 c,0.60000,,0.069300,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1035,Kepler-205 c,4.50000,,0.104000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1036,Kepler-205 c,4.50000,,0.083000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1037,Kepler-62 e,0.60000,,0.071900,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1038,Kepler-62 e,4.50000,,0.100000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1039,Kepler-236 c,0.60000,,0.112200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1040,Kepler-236 c,4.50000,,0.058000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1041,Kepler-236 c,4.50000,,0.073000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1042,Kepler-249 d,0.60000,,0.076200,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1043,Kepler-249 d,4.50000,,0.057000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1044,Kepler-249 d,4.50000,,0.137000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1045,Kepler-249 d,4.50000,,0.122000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1046,Kepler-32 d,0.60000,,0.193900,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1047,Kepler-32 d,4.50000,,0.146000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1048,Kepler-32 d,4.50000,,0.324000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1049,Kepler-61 b,0.60000,,0.141900,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,The Kepler Mission,Kepler CCD Array
1050,Kepler-61 b,4.50000,,0.104000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...59D target=ref>D&eacute;sert et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1051,WASP-17 b,0.58900,0.00015,0.550000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011MNRAS.412.2376W target=ref>Wood et al. 2011</a>,The Very Large Telescope,GIRAFFE
1052,WASP-17 b,0.58959,0.00015,0.550000,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011MNRAS.412.2376W target=ref>Wood et al. 2011</a>,The Very Large Telescope,GIRAFFE
1053,WASP-19 b,0.68140,0.08380,,,0.14350,2455251.796280,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3671T target=ref>Tregloan-Reed et al. 2013</a>,New Technology Telescope,EFOSC2
1054,WASP-19 b,0.68140,0.08380,,,0.14170,2455252.585060,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3671T target=ref>Tregloan-Reed et al. 2013</a>,New Technology Telescope,EFOSC2
1055,WASP-19 b,0.68140,0.08380,,,0.14300,2455255.740450,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3671T target=ref>Tregloan-Reed et al. 2013</a>,New Technology Telescope,EFOSC2
1056,WASP-19 b,0.66400,0.09900,,,0.14370,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,The Swiss Euler 1.2m Telescope,EulerCam
1057,WASP-19 b,0.76000,0.09100,,,0.13360,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,The Swiss Euler 1.2m Telescope,EulerCam
1058,WASP-19 b,0.83800,0.19000,,,0.14171,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,La Silla Observatory's 60-cm TRAPPIST Telescope,TRAPPISTCam
1059,WASP-19 b,0.91240,0.06800,,,0.14280,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013A&A...552A...2L target=ref>Lendl et al. 2013</a>,The Swiss Euler 1.2m Telescope,EulerCam
1060,WASP-29 b,0.52111,,,,0.09610,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1061,WASP-29 b,0.53480,,,,0.09790,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1062,WASP-29 b,0.54850,,,,0.09710,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1063,WASP-29 b,0.56219,,,,0.09700,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1064,WASP-29 b,0.57588,,,,0.09730,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1065,WASP-29 b,0.58958,,,,0.09740,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1066,WASP-29 b,0.60327,,,,0.09760,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1067,WASP-29 b,0.61696,,,,0.09810,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1068,WASP-29 b,0.63066,,,,0.09700,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1069,WASP-29 b,0.64449,,,,0.09690,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1070,WASP-29 b,0.66160,,,,0.09730,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1071,WASP-29 b,0.67557,,,,0.09750,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1072,WASP-29 b,0.68954,,,,0.09690,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1073,WASP-29 b,0.70350,,,,0.09700,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1074,WASP-29 b,0.71747,,,,0.09700,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1075,XO-1 b,1.12100,,1.754550,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1076,XO-1 b,1.13900,,1.769760,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1077,XO-1 b,1.15800,,1.758210,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1078,XO-1 b,1.17700,,1.777240,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1079,XO-1 b,1.19600,,1.768580,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1080,XO-1 b,1.21500,,1.742760,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1081,XO-1 b,1.23400,,1.738640,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1082,XO-1 b,1.25200,,1.755280,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1083,XO-1 b,1.27100,,1.753860,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1084,XO-1 b,1.29000,,1.743520,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1085,XO-1 b,1.30900,,1.732360,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1086,XO-1 b,1.32800,,1.752500,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1087,XO-1 b,1.34700,,1.769610,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1088,XO-1 b,1.36500,,1.783210,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1089,XO-1 b,1.38400,,1.767460,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1090,XO-1 b,1.40300,,1.756940,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1091,XO-1 b,1.42200,,1.760920,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1092,XO-1 b,1.44100,,1.766010,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1093,XO-1 b,1.46000,,1.792390,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1094,XO-1 b,1.47900,,1.779970,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1095,XO-1 b,1.49700,,1.779490,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1096,XO-1 b,1.51600,,1.777140,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1097,XO-1 b,1.53500,,1.775390,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1098,XO-1 b,1.55400,,1.779910,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1099,XO-1 b,1.57300,,1.759070,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1100,XO-1 b,1.59200,,1.756090,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1101,XO-1 b,1.61000,,1.771940,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1102,XO-1 b,1.62900,,1.765020,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1103,XO-1 b,1.64800,,1.759590,,,2455834.851860,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1104,XO-2 N b,0.36000,,,,0.10370,2455931.766300,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1105,XO-2 N b,0.36000,,,,0.10470,2456271.828300,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
