# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 23 20:23:55 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid,plntranreflink,facility,instrument
1884,HAT-P-19 b,0.65620,0.00500,,,0.13970,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1885,HAT-P-19 b,0.71270,0.10790,,,0.13910,,<a href=http://adsabs.harvard.edu/abs/2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1886,WASP-39 b,0.41800,0.01400,,,0.14673,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1887,WASP-39 b,0.43300,0.01500,,,0.14578,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1888,WASP-39 b,0.44500,0.01000,,,0.14648,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1889,WASP-39 b,0.45500,0.01000,,,0.14454,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1890,WASP-39 b,0.46500,0.01000,,,0.14554,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1891,WASP-39 b,0.47500,0.01000,,,0.14459,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1892,HD 189733 b,0.65628,0.60000,1.240000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1893,WASP-39 b,0.48500,0.01000,,,0.14449,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1894,HD 189733 b,0.65628,0.70000,1.220000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1895,WASP-39 b,0.49500,0.01000,,,0.14560,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1896,HD 189733 b,0.65628,0.80000,1.110000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1897,WASP-39 b,0.50500,0.01000,,,0.14453,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1898,HD 189733 b,0.65628,1.00000,1.030000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1899,WASP-39 b,0.51500,0.01000,,,0.14403,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1900,HD 189733 b,0.65628,1.30000,0.790000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1901,WASP-39 b,0.52500,0.01000,,,0.14339,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1902,HD 189733 b,0.39685,0.30000,2.760000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1903,WASP-39 b,0.53500,0.01000,,,0.14501,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1904,HD 189733 b,0.39685,0.40000,2.310000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1905,WASP-39 b,0.54500,0.01000,,,0.14523,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1906,HD 189733 b,0.39685,0.40000,2.260000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1907,WASP-39 b,0.55800,0.01500,,,0.14617,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1908,HD 189733 b,0.39685,0.60000,1.880000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1909,WASP-39 b,0.57600,0.02200,,,0.14641,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1910,HD 189733 b,0.39685,0.80000,1.720000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1911,WASP-39 b,0.58900,0.00300,,,0.15026,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1912,HD 189733 b,0.39337,0.30000,2.760000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1913,WASP-39 b,0.59900,0.01700,,,0.14634,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1914,HD 189733 b,0.39337,0.40000,2.310000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1915,WASP-39 b,0.57600,0.02200,,,0.14479,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1916,HD 189733 b,0.39337,0.60000,2.260000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1917,WASP-39 b,0.58900,0.00300,,,0.14951,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1918,HD 189733 b,0.39337,0.60000,1.880000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1919,WASP-39 b,0.59900,0.01700,,,0.14389,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1920,HD 189733 b,0.39337,0.80000,1.720000,,,,<a href=http://adsabs.harvard.edu/abs/2016arXiv160703684B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1921,WASP-39 b,0.61800,0.02300,,,0.14516,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1922,GJ 1132 b,0.47700,0.13790,,,0.05350,,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..191S target=ref>Southworth et al. 2017</a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
1923,WASP-39 b,0.63700,0.01500,,,0.14440,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1924,GJ 1132 b,0.62310,0.13820,,,0.05170,,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..191S target=ref>Southworth et al. 2017</a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
1925,WASP-39 b,0.65300,0.01500,,,0.14520,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1926,GJ 1132 b,0.76250,0.15350,,,0.05140,,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..191S target=ref>Southworth et al. 2017</a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
1927,WASP-39 b,0.67000,0.02000,,,0.14446,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1928,GJ 1132 b,0.91340,0.13700,,,0.06110,,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..191S target=ref>Southworth et al. 2017</a>,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND
1929,WASP-39 b,0.69500,0.03000,,,0.14414,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1930,GJ 1132 b,0.47500,0.15000,,,0.06330,,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..191S target=ref>Southworth et al. 2017</a>,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),PISCO
1931,WASP-39 b,0.73700,0.05500,,,0.14459,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1932,GJ 1132 b,0.77500,0.15000,,,0.05410,,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..191S target=ref>Southworth et al. 2017</a>,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),PISCO
1933,WASP-39 b,0.76700,0.00500,,,0.14742,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1934,WASP-39 b,0.79000,0.04000,,,0.14643,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161001186N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1935,GJ 1214 b,0.50780,0.11570,,,0.11360,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1936,GJ 1214 b,0.59260,0.05390,,,0.11320,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1937,GJ 1214 b,0.63510,0.03100,,,0.11470,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1938,GJ 1214 b,0.68250,0.04580,,,0.11330,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1939,GJ 1214 b,0.73690,0.02310,,,0.11420,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1940,GJ 1214 b,0.76060,0.02430,,,0.11460,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1941,GJ 1214 b,0.78470,0.02390,,,0.11480,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1942,GJ 1214 b,0.80550,0.01750,,,0.11530,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1943,GJ 1214 b,0.82290,0.01740,,,0.11520,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1944,GJ 1214 b,0.84090,0.01860,,,0.11480,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1945,GJ 1214 b,0.85970,0.01900,,,0.11590,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1946,GJ 1214 b,0.87800,0.01760,,,0.11380,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1947,GJ 1214 b,0.89670,0.01970,,,0.11550,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1948,GJ 1214 b,0.91620,0.01950,,,0.11530,,<a href=http://adsabs.harvard.edu/abs/2016arXiv161200228R target=ref>Rackham et al. 2016</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
1949,WASP-52 b,0.53060,0.01650,,,0.16240,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1950,WASP-52 b,0.54710,0.01650,,,0.16240,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1951,WASP-52 b,0.56360,0.01650,,,0.16080,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1952,WASP-52 b,0.58000,0.01650,,,0.15880,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1953,WASP-52 b,0.58910,0.00160,,,0.17170,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1954,WASP-52 b,0.59810,0.01650,,,0.15960,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1955,WASP-52 b,0.61470,0.01650,,,0.16100,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1956,WASP-52 b,0.63120,0.01650,,,0.16110,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1957,WASP-52 b,0.64770,0.01650,,,0.16040,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1958,WASP-52 b,0.66420,0.01650,,,0.16160,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1959,WASP-52 b,0.68070,0.01650,,,0.16170,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1960,WASP-52 b,0.69720,0.01650,,,0.16350,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1961,WASP-52 b,0.71370,0.01650,,,0.16130,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1962,WASP-52 b,0.73020,0.01650,,,0.16140,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1963,WASP-52 b,0.74670,0.01650,,,0.16080,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1964,WASP-52 b,0.76650,0.00160,,,0.16510,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1965,WASP-52 b,0.76820,0.00180,,,0.16080,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1966,WASP-52 b,0.76990,0.00160,,,0.16260,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1967,WASP-52 b,0.77900,0.01650,,,0.16230,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1968,WASP-52 b,0.79550,0.01650,,,0.15950,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1969,WASP-52 b,0.81200,0.01650,,,0.16090,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1970,WASP-52 b,0.82850,0.01650,,,0.15980,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1971,WASP-52 b,0.84500,0.01650,,,0.16090,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1972,WASP-52 b,0.86150,0.01650,,,0.15990,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1973,WASP-52 b,0.87800,0.01650,,,0.16120,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1974,WASP-52 b,0.89450,0.01650,,,0.16060,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...600L..11C target=ref>Chen et al. 2017</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
1975,HAT-P-18 b,0.48745,0.02490,,,0.14048,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1976,HAT-P-18 b,0.51245,0.02490,,,0.13970,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1977,HAT-P-18 b,0.53745,0.02490,,,0.13999,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1978,HAT-P-18 b,0.56245,0.02490,,,0.13898,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1979,HAT-P-18 b,0.58745,0.02490,,,0.14023,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1980,HAT-P-18 b,0.61245,0.02490,,,0.13771,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1981,HAT-P-18 b,0.63745,0.02490,,,0.13862,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1982,HAT-P-18 b,0.66245,0.02490,,,0.13870,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1983,HAT-P-18 b,0.68745,0.02490,,,0.13817,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1984,HAT-P-18 b,0.71245,0.02490,,,0.13787,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1985,HAT-P-18 b,0.73745,0.02490,,,0.13863,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1986,HAT-P-18 b,0.78745,0.02490,,,0.13676,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1987,HAT-P-18 b,0.81245,0.02490,,,0.13769,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1988,HAT-P-18 b,0.83745,0.02490,,,0.13895,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1989,HAT-P-18 b,0.86245,0.02490,,,0.13858,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1990,HAT-P-18 b,0.88745,0.02490,,,0.13722,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
1991,HAT-P-18 b,0.91245,0.02490,,,0.13680,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468.3907K target=ref>Kirk et al. 2017</a>,Isaac Newton Group's William Herschel Telescope,ACAM
